Sample	Coverage	FNR_Value	Hausdorff_Distance	Frechet_Distance	SSE	SSE_log10	Distance_Scale
gr_wolf.spain.SAMN04851099	10.0	0.65	980264924.1944448	980264924.1944448	350836238782.20856	7.862187177832345	psmc
gr_wolf.spain.SAMN04851099	10.0	0.66	1035658248.3905233	1035658248.3905233	392548442777.53174	8.211241323333446	psmc
gr_wolf.spain.SAMN04851099	10.0	0.67	1094408743.7500005	1094408743.7500005	429074244035.6339	8.504044044487456	psmc
gr_wolf.spain.SAMN04851099	10.0	0.68	1156831145.0694451	1156831145.0694451	471632511717.9469	9.07943395528843	psmc
gr_wolf.spain.SAMN04851099	10.0	0.69	1223280798.0869174	1223280798.0869174	527864790677.89233	9.494211124505593	psmc
gr_wolf.spain.SAMN04851099	10.0	0.7	1294160427.9722223	1294160427.9722223	579794291558.6268	9.861236235153823	psmc
gr_wolf.spain.SAMN04851099	10.0	0.71	1369928308.1944442	1369928308.1944442	646294765412.6492	10.519414829632906	psmc
gr_wolf.spain.SAMN04851099	10.0	0.72	1451108179.8611107	1451108179.8611107	709510473635.702	10.923705781023859	psmc
gr_wolf.spain.SAMN04851099	10.0	0.73	1538301375.354938	1538301375.354938	782639713108.6632	11.542793231099374	psmc
gr_wolf.spain.SAMN04851099	10.0	0.74	1632201739.7329059	1632201739.7329059	876127301640.0557	12.083284479110992	psmc
gr_wolf.spain.SAMN04851099	10.0	0.75	1733614133.2611108	1733614133.2611108	963996125742.8181	12.701574870576238	psmc
gr_wolf.spain.SAMN04851099	10.0	0.76	1843477559.583334	1843477559.583334	1084533589764.2411	13.32610584822553	psmc
gr_wolf.spain.SAMN04851099	10.0	0.77	1962894327.3248796	1962894327.3248796	1195233426776.9731	13.954103488357601	psmc
gr_wolf.spain.SAMN04851099	10.0	0.78	2093167164.8611116	2093167164.8611116	1350944143629.6367	14.67519004127917	psmc
gr_wolf.spain.SAMN04851099	10.0	0.79	2235846939.305557	2235846939.305557	1496706271893.9055	15.352410941195373	psmc
gr_wolf.spain.SAMN04851099	10.0	0.8	2392794691.1944456	2392794691.1944456	1692514676892.8933	16.159253286246212	psmc
gr_wolf.spain.SAMN04851099	10.0	0.81	2566263259.071639	2604992498.720177	1904461648851.3525	16.950405309935093	psmc
gr_wolf.spain.SAMN04851099	10.0	0.82	2759006112.268518	2793802688.057407	2160662408879.582	17.887621548595295	psmc
gr_wolf.spain.SAMN04851099	10.0	0.83	2974424595.2532673	3057148554.179411	2430756664513.8467	18.71723827294752	psmc
gr_wolf.spain.SAMN04851099	10.0	0.84	3216770388.611111	3307197377.1444445	2754898288666.0396	19.606964617149828	psmc
gr_wolf.spain.SAMN04851099	10.0	0.85	3491428954.416667	3581855942.9500003	3112396512597.59	20.500686877163368	psmc
gr_wolf.spain.SAMN04851099	10.0	0.86	3800294181.5277767	3890721170.06111	3630919251280.0225	21.915822282561376	psmc
gr_wolf.spain.SAMN04851099	10.0	0.87	4116740660.502136	4207167649.0354695	4175347568215.492	23.070736720329368	psmc
gr_wolf.spain.SAMN04851099	10.0	0.88	4452420249.861112	4542847238.394445	4843126779883.88	24.366189790027832	psmc
gr_wolf.spain.SAMN04851099	10.0	0.89	4829635099.103537	4920062087.636869	5701627396139.743	25.880972422891446	psmc
gr_wolf.spain.SAMN04851099	10.0	0.9	5281677356.861114	5372104345.394447	6822852121179.043	27.670178817073655	psmc
gr_wolf.spain.SAMN04851099	10.0	0.91	5852931479.305558	5943358467.838892	8071867988125.057	29.074954146986155	psmc
gr_wolf.spain.SAMN04851099	10.0	0.92	6625233672.3611145	6689590724.227781	10096905705454.068	31.63916551533263	psmc
gr_wolf.spain.SAMN04851099	10.0	0.93	7700711068.194451	7700711068.194451	12449394482830.154	33.88304993342888	psmc
gr_wolf.spain.SAMN04851099	10.0	0.94	9134680929.305548	9134680929.305548	16518097631681.531	37.84115538154247	psmc
gr_wolf.spain.SAMN04851099	10.0	0.95	11142238734.861101	11142238734.861101	21265424345689.62	40.95797948536291	psmc
gr_wolf.spain.SAMN04851099	10.0	0.96	14153575443.19443	14153575443.19443	30178648883360.63	46.707155449560396	psmc
gr_wolf.spain.SAMN04851099	10.0	0.97	19172469957.083317	19262896945.61665	41973315139866.78	52.520794618674074	psmc
gr_wolf.spain.SAMN04851099	10.0	0.98	28683618838.194412	28774045826.727745	62915450101379.016	63.585398719750074	psmc
gr_wolf.spain.SAMN04851099	10.0	0.99	7361682500.811103	7361682500.811103	27568228972106.348	83.4229005101465	psmc
gr_wolf.spain.SAMN04851099	11.0	0.0	191042258.7111112	218706964.72222233	28111312935.32964	3.195650903844806	psmc
gr_wolf.spain.SAMN04851099	11.0	0.01	183849674.47109997	212707225.8816501	27227728153.253006	3.170812365769424	psmc
gr_wolf.spain.SAMN04851099	11.0	0.02	176510302.797619	206585043.39126992	23487663924.806667	2.5140806409148904	psmc
gr_wolf.spain.SAMN04851099	11.0	0.03	169479944.59931266	200336630.33407795	22604965210.06373	2.486066830288189	psmc
gr_wolf.spain.SAMN04851099	11.0	0.04	163131044.4717592	193958042.00486112	21543858587.91115	2.452568131830907	psmc
gr_wolf.spain.SAMN04851099	11.0	0.05	156648483.2888888	187445167.60555553	20516747430.549446	2.4216550305792657	psmc
gr_wolf.spain.SAMN04851099	11.0	0.06	149731880.83380604	180793721.41052008	19740328839.52432	2.400407463874967	psmc
gr_wolf.spain.SAMN04851099	11.0	0.07	143265131.16941452	173999233.3618281	19060949129.043587	2.383955735277295	psmc
gr_wolf.spain.SAMN04851099	11.0	0.08	136355248.28164244	167932239.28671503	18430363101.24575	2.3714268085258294	psmc
gr_wolf.spain.SAMN04851099	11.0	0.09	129293499.83589734	160847086.8619659	17760649499.772144	2.357106784740324	psmc
gr_wolf.spain.SAMN04851099	11.0	0.1	122074823.64691353	153604486.60555565	13620725882.202385	1.6457783457977506	psmc
gr_wolf.spain.SAMN04851099	11.0	0.11	114693930.01548077	146199131.28720367	12965624859.37708	1.6283550368964148	psmc
gr_wolf.spain.SAMN04851099	11.0	0.12	107145288.80151512	138625472.43888903	12160677841.189604	1.607241550971688	psmc
gr_wolf.spain.SAMN04851099	11.0	0.13	99423115.60561933	130877706.4906131	11544683313.125368	1.5929997458007819	psmc
gr_wolf.spain.SAMN04851099	11.0	0.14	91521356.98656334	122949759.9388889	11076266928.746664	1.5843930903490981	psmc
gr_wolf.spain.SAMN04851099	11.0	0.15	83433674.63529398	115896909.02385628	10710729801.938932	1.5800474638364883	psmc
gr_wolf.spain.SAMN04851099	11.0	0.16	75153428.41851844	107601859.01296306	10368243567.792479	1.5772496048984208	psmc
gr_wolf.spain.SAMN04851099	11.0	0.17	66673658.19651928	99106928.27891564	10107594870.939032	1.5778112423768755	psmc
gr_wolf.spain.SAMN04851099	11.0	0.18	57987064.31056895	90404804.11233068	5522103341.865558	0.8087708558591513	psmc
gr_wolf.spain.SAMN04851099	11.0	0.19	49085986.6249657	81487812.68237329	5249551574.296286	0.8048662005249028	psmc
gr_wolf.spain.SAMN04851099	11.0	0.2	39962381.997222215	72347896.4666667	5088530993.064544	0.8049921942006486	psmc
gr_wolf.spain.SAMN04851099	11.0	0.21	30607800.037130997	62976589.967018366	5071226137.566852	0.8100010344700482	psmc
gr_wolf.spain.SAMN04851099	11.0	0.22	21013357.001139704	54307535.38048446	5144980506.910671	0.8183437169094738	psmc
gr_wolf.spain.SAMN04851099	11.0	0.23	21652732.386363506	44458527.918687105	5332005944.304752	0.8304973673728752	psmc
gr_wolf.spain.SAMN04851099	11.0	0.24	33820638.05555546	43224403.01666665	404654993.05575705	0.01501924701748827	psmc
gr_wolf.spain.SAMN04851099	11.0	0.25	46313021.20925915	54187053.14814818	690908608.8995433	0.025131315381415963	psmc
gr_wolf.spain.SAMN04851099	11.0	0.26	59143036.34009004	65445991.12102103	1271776090.9873402	0.043283622499099055	psmc
gr_wolf.spain.SAMN04851099	11.0	0.27	72324558.73477936	77013393.14794528	1889809021.9165425	0.06306732304148276	psmc
gr_wolf.spain.SAMN04851099	11.0	0.28	85872234.52932096	88902111.89783967	2584221873.1163764	0.08538845865898073	psmc
gr_wolf.spain.SAMN04851099	11.0	0.29	99801534.99413168	101125724.13364649	3467418670.791227	0.11282864958093539	psmc
gr_wolf.spain.SAMN04851099	11.0	0.3	114128815.47222233	114128815.47222233	4552227058.382712	0.14546219404951188	psmc
gr_wolf.spain.SAMN04851099	11.0	0.31	128871379.44243157	128871379.44243157	10229876068.41095	0.8710036933991767	psmc
gr_wolf.spain.SAMN04851099	11.0	0.32	144047548.23529422	144047548.23529422	12130407883.940884	0.9126344139343391	psmc
gr_wolf.spain.SAMN04851099	11.0	0.33	159676736.9921229	159676736.9921229	13927266882.700878	0.9523565439341226	psmc
gr_wolf.spain.SAMN04851099	11.0	0.34	175779537.52946126	175779537.52946126	15705553794.700512	0.992050514589716	psmc
gr_wolf.spain.SAMN04851099	11.0	0.35	192377808.85256398	192377808.85256398	17933515596.409687	1.0412681531752206	psmc
gr_wolf.spain.SAMN04851099	11.0	0.36	209494776.15451396	209494776.15451396	24441330709.745705	1.7246303837103256	psmc
gr_wolf.spain.SAMN04851099	11.0	0.37	227155139.24382722	227155139.24382722	27222647585.09126	1.774703934564316	psmc
gr_wolf.spain.SAMN04851099	11.0	0.38	245385191.46505368	245385191.46505368	31235110175.400864	1.8483873354653984	psmc
gr_wolf.spain.SAMN04851099	11.0	0.39	264212950.31648457	264212950.31648457	34516693144.83341	1.9081344865796035	psmc
gr_wolf.spain.SAMN04851099	11.0	0.4	283668301.1296295	283668301.1296295	38223619630.40226	1.97528060459793	psmc
gr_wolf.spain.SAMN04851099	11.0	0.41	303783155.3601693	303783155.3601693	42597782824.86192	2.054075940869273	psmc
gr_wolf.spain.SAMN04851099	11.0	0.42	324591625.253831	324591625.253831	50613690973.1248	2.6835513474524975	psmc
gr_wolf.spain.SAMN04851099	11.0	0.43	346130216.89814794	346130216.89814794	57163739328.33508	2.78742554909722	psmc
gr_wolf.spain.SAMN04851099	11.0	0.44	368438043.95833313	368438043.95833313	62574850733.45904	2.871510535572282	psmc
gr_wolf.spain.SAMN04851099	11.0	0.45	391557064.7297977	391557064.7297977	68776240960.32996	2.9673441457791556	psmc
gr_wolf.spain.SAMN04851099	11.0	0.46	415532345.52983534	415532345.52983534	78197334368.51633	3.560879475408753	psmc
gr_wolf.spain.SAMN04851099	11.0	0.47	440412353.90723264	440412353.90723264	86531093758.27046	3.675903680463331	psmc
gr_wolf.spain.SAMN04851099	11.0	0.48	466249285.68376076	466249285.68376076	96110993182.43575	3.8075248484358903	psmc
gr_wolf.spain.SAMN04851099	11.0	0.49	493099430.4711329	493099430.4711329	104566118769.32503	3.921145407352526	psmc
gr_wolf.spain.SAMN04851099	11.0	0.5	521023581.04999983	521023581.04999983	114516748599.54008	4.053736801292873	psmc
gr_wolf.spain.SAMN04851099	11.0	0.51	550087492.8769842	550087492.8769842	127380799564.14742	4.630306428023879	psmc
gr_wolf.spain.SAMN04851099	11.0	0.52	580362401.0300928	580362401.0300928	142015365484.66177	4.8083001745584495	psmc
gr_wolf.spain.SAMN04851099	11.0	0.53	611925603.1471633	611925603.1471633	154176205504.37366	4.952094493028518	psmc
gr_wolf.spain.SAMN04851099	11.0	0.54	644861118.3997589	644861118.3997589	168535764358.06204	5.119681814117077	psmc
gr_wolf.spain.SAMN04851099	11.0	0.55	679260434.330247	679260434.330247	184912126700.67813	5.668079280162433	psmc
gr_wolf.spain.SAMN04851099	11.0	0.56	715223355.5303031	715223355.5303031	205560146398.53058	5.88948172028714	psmc
gr_wolf.spain.SAMN04851099	11.0	0.57	752858970.739664	752858970.739664	223115615493.5745	6.071525254003003	psmc
gr_wolf.spain.SAMN04851099	11.0	0.58	792286758.1018518	792286758.1018518	244071143901.34744	6.2859573428201685	psmc
gr_wolf.spain.SAMN04851099	11.0	0.59	833637852.1646341	833637852.1646341	268678521654.1718	6.85278506297775	psmc
gr_wolf.spain.SAMN04851099	11.0	0.6	877056500.9305555	877056500.9305555	295147581336.5823	7.099302187082646	psmc
gr_wolf.spain.SAMN04851099	11.0	0.61	922701747.0690883	922701747.0690883	321405120890.6521	7.338127267870591	psmc
gr_wolf.spain.SAMN04851099	11.0	0.62	970749374.5833331	970749374.5833331	348762683904.1614	7.859163618358944	psmc
gr_wolf.spain.SAMN04851099	11.0	0.63	1021394171.1524023	1021394171.1524023	387552026521.6285	8.18329457948518	psmc
gr_wolf.spain.SAMN04851099	11.0	0.64	1074852567.5308642	1074852567.5308642	422111423067.1875	8.463258990144277	psmc
gr_wolf.spain.SAMN04851099	11.0	0.65	1131365729.416667	1131365729.416667	457830067852.5503	8.990379954069766	psmc
gr_wolf.spain.SAMN04851099	11.0	0.66	1191203194.9428105	1191203194.9428105	509379235398.8387	9.37234243754183	psmc
gr_wolf.spain.SAMN04851099	11.0	0.67	1254667173.5311446	1254667173.5311446	556532277153.297	9.711183406865704	psmc
gr_wolf.spain.SAMN04851099	11.0	0.68	1322097650.7812505	1322097650.7812505	604262248496.23	10.256008692014223	psmc
gr_wolf.spain.SAMN04851099	11.0	0.69	1393878481.4023294	1393878481.4023294	672895066131.6442	10.704992572725079	psmc
gr_wolf.spain.SAMN04851099	11.0	0.7	1470444700.731481	1470444700.731481	738726425395.9763	11.121587413602185	psmc
gr_wolf.spain.SAMN04851099	11.0	0.71	1552291348.9798841	1552291348.9798841	812257207331.7037	11.727630111838975	psmc
gr_wolf.spain.SAMN04851099	11.0	0.72	1639984186.3888884	1639984186.3888884	892714718103.5535	12.189844217285518	psmc
gr_wolf.spain.SAMN04851099	11.0	0.73	1734172789.5318928	1734172789.5318928	974257289858.7761	12.768298678411812	psmc
gr_wolf.spain.SAMN04851099	11.0	0.74	1835606669.8397436	1835606669.8397436	1088619051910.6885	13.359179824953477	psmc
gr_wolf.spain.SAMN04851099	11.0	0.75	1945155260.5722218	1945155260.5722218	1186087567297.001	13.921748086283205	psmc
gr_wolf.spain.SAMN04851099	11.0	0.76	2063832900.5324078	2063832900.5324078	1331900990875.9307	14.599524811388205	psmc
gr_wolf.spain.SAMN04851099	11.0	0.77	2192830335.27174	2192830335.27174	1455562481394.7795	15.186583936625885	psmc
gr_wolf.spain.SAMN04851099	11.0	0.78	2333554809.5328283	2333554809.5328283	1640446823616.3838	15.956350405953714	psmc
gr_wolf.spain.SAMN04851099	11.0	0.79	2487681614.675926	2487681614.675926	1804467588519.4556	16.583663047624984	psmc
gr_wolf.spain.SAMN04851099	11.0	0.8	2657221100.3333335	2698878212.983334	2041078531965.2234	17.46346855966561	psmc
gr_wolf.spain.SAMN04851099	11.0	0.81	2844606847.6388893	2930712178.9833336	2268282825496.999	18.171873526087026	psmc
gr_wolf.spain.SAMN04851099	11.0	0.82	3052813233.5339494	3137617906.112962	2581601353149.1265	19.20387092498341	psmc
gr_wolf.spain.SAMN04851099	11.0	0.83	3285514488.3578415	3375941476.891175	2883735783209.8564	19.994470483211902	psmc
gr_wolf.spain.SAMN04851099	11.0	0.84	3547303400.0347214	3637730388.5680547	3241234267264.787	20.84669881428773	psmc
gr_wolf.spain.SAMN04851099	11.0	0.85	3834586543.083332	3925013531.6166654	3646702720728.628	21.734513804465678	psmc
gr_wolf.spain.SAMN04851099	11.0	0.86	4119598722.083332	4210025710.6166654	4267955718837.255	23.262770978889176	psmc
gr_wolf.spain.SAMN04851099	11.0	0.87	4410012919.861111	4500439908.3944435	4889370719377.566	24.426320450815084	psmc
gr_wolf.spain.SAMN04851099	11.0	0.88	4726054083.657409	4816481072.1907425	5677517710008.291	25.775773089959646	psmc
gr_wolf.spain.SAMN04851099	11.0	0.89	5101300531.073233	5191727519.606565	6666637310111.761	27.3247928128295	psmc
gr_wolf.spain.SAMN04851099	11.0	0.9	5619245676.138889	5667927164.061111	7976407328465.61	29.172128121672635	psmc
gr_wolf.spain.SAMN04851099	11.0	0.91	6343951651.095681	6343951651.095681	9357675295835.59	30.53490971789786	psmc
gr_wolf.spain.SAMN04851099	11.0	0.92	7249834119.791671	7249834119.791671	11694321032215.36	33.18674697550429	psmc
gr_wolf.spain.SAMN04851099	11.0	0.93	8414540150.97223	8414540150.97223	14397591520142.818	35.4972478295713	psmc
gr_wolf.spain.SAMN04851099	11.0	0.94	9967481525.879622	9967481525.879622	19264286799860.84	39.67211529378529	psmc
gr_wolf.spain.SAMN04851099	11.0	0.95	12141599450.74999	12141599450.74999	24530331519519.42	42.74724064221225	psmc
gr_wolf.spain.SAMN04851099	11.0	0.96	15402776338.055542	15402776338.055542	35067221020974.93	48.691209494032265	psmc
gr_wolf.spain.SAMN04851099	11.0	0.97	20664549030.41665	20754976018.94998	47517516884812.77	54.37448385044433	psmc
gr_wolf.spain.SAMN04851099	11.0	0.98	30787409933.194416	30877836921.72775	71535285178200.95	65.71789697981109	psmc
gr_wolf.spain.SAMN04851099	11.0	0.99	7919793578.033326	7919793578.033326	32290960658255.668	87.71093787301999	psmc
gr_wolf.spain.SAMN04851099	12.0	0.0	149600519.6888889	176299515.37222242	19910616854.92937	2.4223965737084203	psmc
gr_wolf.spain.SAMN04851099	12.0	0.01	141989332.02441072	169871418.45740747	19265533352.273613	2.4062837899178025	psmc
gr_wolf.spain.SAMN04851099	12.0	0.02	134222813.99943304	164654975.1259638	18999193664.13637	2.4225400417086065	psmc
gr_wolf.spain.SAMN04851099	12.0	0.03	127333329.26712467	157974293.32376873	18374606618.768543	2.4087690778405157	psmc
gr_wolf.spain.SAMN04851099	12.0	0.04	120545401.89652777	151154430.6506946	14121971306.025307	1.6844424158697697	psmc
gr_wolf.spain.SAMN04851099	12.0	0.05	113614570.79181267	144190991.921345	13478478446.299276	1.6665384389421485	psmc
gr_wolf.spain.SAMN04851099	12.0	0.06	106536275.19550824	137079394.92115843	12723708163.275175	1.6461123334855847	psmc
gr_wolf.spain.SAMN04851099	12.0	0.07	99305758.18853046	129814860.35107541	12117163338.233967	1.631100229251912	psmc
gr_wolf.spain.SAMN04851099	12.0	0.08	91490203.3118359	122392401.1164254	11669127548.774698	1.622002816090004	psmc
gr_wolf.spain.SAMN04851099	12.0	0.09	84367986.7894993	116329324.44438338	11287963333.42269	1.6159173419498245	psmc
gr_wolf.spain.SAMN04851099	12.0	0.1	76650138.23333336	108592082.38333356	10947506050.14661	1.611883183972463	psmc
gr_wolf.spain.SAMN04851099	12.0	0.11	68758854.87815215	100680969.71416986	10672760875.140543	1.610671157073129	psmc
gr_wolf.spain.SAMN04851099	12.0	0.12	60688224.17399003	92590059.02979815	5915189221.421731	0.8291578614230454	psmc
gr_wolf.spain.SAMN04851099	12.0	0.13	52432061.729501866	84313150.39865911	5641800588.7471285	0.824027986388826	psmc
gr_wolf.spain.SAMN04851099	12.0	0.14	43983895.5072352	75843755.52028441	5385593570.533666	0.820208180302255	psmc
gr_wolf.spain.SAMN04851099	12.0	0.15	35336948.9032679	67175080.76241827	5277352872.466836	0.8212524833460024	psmc
gr_wolf.spain.SAMN04851099	12.0	0.16	26484122.61825388	59611246.32777786	5276961214.155251	0.8261282899308795	psmc
gr_wolf.spain.SAMN04851099	12.0	0.17	17417975.21793838	50538115.44089699	5373993204.156765	0.8343890463486111	psmc
gr_wolf.spain.SAMN04851099	12.0	0.18	15803582.970867276	42943093.14796746	5558965468.258847	0.8456625783638141	psmc
gr_wolf.spain.SAMN04851099	12.0	0.19	27148171.630658507	53206170.38148153	357988699.1209961	0.012290398545007023	psmc
gr_wolf.spain.SAMN04851099	12.0	0.2	38776375.00694442	63725824.54583323	616399920.5501692	0.021075144434531602	psmc
gr_wolf.spain.SAMN04851099	12.0	0.21	50698963.278832674	74511799.06877649	1122744440.360773	0.036672915849661356	psmc
gr_wolf.spain.SAMN04851099	12.0	0.22	62927258.94230771	85574337.04102564	1655013365.5962732	0.05355985309491948	psmc
gr_wolf.spain.SAMN04851099	12.0	0.23	75473172.67496383	96924213.6619047	2290567266.6292953	0.07362249764078108	psmc
gr_wolf.spain.SAMN04851099	12.0	0.24	88349242.03216374	108572771.2464912	3090531421.2138557	0.09818666478623156	psmc
gr_wolf.spain.SAMN04851099	12.0	0.25	101568673.23888898	120531957.03333354	4044086061.627551	0.12671766326229503	psmc
gr_wolf.spain.SAMN04851099	12.0	0.26	115145386.37012005	132814364.05765748	9528721463.049482	0.8575198983427729	psmc
gr_wolf.spain.SAMN04851099	12.0	0.27	129094064.2446729	145433275.38401842	11002958039.732248	0.889354005570938	psmc
gr_wolf.spain.SAMN04851099	12.0	0.28	143430205.3935187	158402712.0250001	12724316506.23342	0.9266488149689005	psmc
gr_wolf.spain.SAMN04851099	12.0	0.29	158170181.5043037	171737484.90938973	14306767504.480581	0.9615210590812798	psmc
gr_wolf.spain.SAMN04851099	12.0	0.3	173331299.7896825	185453251.304762	16279746131.184256	1.0048996441672327	psmc
gr_wolf.spain.SAMN04851099	12.0	0.31	188931870.77898562	199566576.14637673	18374190580.39423	1.0506428559383125	psmc
gr_wolf.spain.SAMN04851099	12.0	0.32	204991282.09150326	214094998.77745116	24727464541.13492	1.7342776114926952	psmc
gr_wolf.spain.SAMN04851099	12.0	0.33	221530078.81633508	229057105.6661693	27775267446.884174	1.7893387144921165	psmc
gr_wolf.spain.SAMN04851099	12.0	0.34	238570051.1994952	244472609.73333335	31089522517.980423	1.849411348821101	psmc
gr_wolf.spain.SAMN04851099	12.0	0.35	256134330.42521346	260362437.00256395	34270257308.276352	1.9068235158336222	psmc
gr_wolf.spain.SAMN04851099	12.0	0.36	274247493.37673604	276748821.37395823	37835268935.28654	1.9710429817310786	psmc
gr_wolf.spain.SAMN04851099	12.0	0.37	292935677.37433875	293655408.4238095	41794937833.19565	2.0417836389230515	psmc
gr_wolf.spain.SAMN04851099	12.0	0.38	312226706.0170251	312226706.0170251	49359127530.497696	2.6704348606135846	psmc
gr_wolf.spain.SAMN04851099	12.0	0.39	332150227.40209496	332150227.40209496	55266643876.011765	2.763515052437893	psmc
gr_wolf.spain.SAMN04851099	12.0	0.4	352737866.16666687	352737866.16666687	60374602468.14525	2.842544396202591	psmc
gr_wolf.spain.SAMN04851099	12.0	0.41	374023390.9910544	374023390.9910544	65932362913.48131	2.9284476296626902	psmc
gr_wolf.spain.SAMN04851099	12.0	0.42	396042899.4300765	396042899.4300765	72193595160.89445	3.0239643842191626	psmc
gr_wolf.spain.SAMN04851099	12.0	0.43	418835022.2002922	418835022.2002922	81420355216.49388	3.613030357639621	psmc
gr_wolf.spain.SAMN04851099	12.0	0.44	442441149.3551587	442441149.3551587	90499311938.58714	3.7384253329319552	psmc
gr_wolf.spain.SAMN04851099	12.0	0.45	466905681.1338383	466905681.1338383	98281557137.55528	3.843454174888862	psmc
gr_wolf.spain.SAMN04851099	12.0	0.46	492276306.68209875	492276306.68209875	106999264137.72325	3.9599589876080117	psmc
gr_wolf.spain.SAMN04851099	12.0	0.47	518604314.32651985	518604314.32651985	118189693193.27399	4.528594794470413	psmc
gr_wolf.spain.SAMN04851099	12.0	0.48	545944937.6495725	545944937.6495725	129603102189.59721	4.6668907783485185	psmc
gr_wolf.spain.SAMN04851099	12.0	0.49	574357742.2794122	574357742.2794122	142316581662.0767	4.81952571271048	psmc
gr_wolf.spain.SAMN04851099	12.0	0.5	603907059.0944444	603907059.0944444	154304724973.3115	4.961041161623636	psmc
gr_wolf.spain.SAMN04851099	12.0	0.51	634662470.4733561	634662470.4733561	167625912348.17148	5.115414529830178	psmc
gr_wolf.spain.SAMN04851099	12.0	0.52	666699357.326389	666699357.326389	182703000187.36075	5.653554074624153	psmc
gr_wolf.spain.SAMN04851099	12.0	0.53	700099515.9604021	700099515.9604021	201504279726.51605	5.854516092281552	psmc
gr_wolf.spain.SAMN04851099	12.0	0.54	734951855.4045898	734951855.4045898	218616897818.62265	6.032856980532176	psmc
gr_wolf.spain.SAMN04851099	12.0	0.55	771353187.712963	771353187.712963	237215069191.01562	6.222379984898571	psmc
gr_wolf.spain.SAMN04851099	12.0	0.56	809409126.0353538	809409126.0353538	257026628698.78497	6.749166315603222	psmc
gr_wolf.spain.SAMN04851099	12.0	0.57	849235108.0006458	849235108.0006458	283283628570.86224	6.996418450618998	psmc
gr_wolf.spain.SAMN04851099	12.0	0.58	890957565.297619	890957565.297619	306859305715.0239	7.212427217521169	psmc
gr_wolf.spain.SAMN04851099	12.0	0.59	934715264.4139568	934715264.4139568	330490261608.1725	7.71217068729097	psmc
gr_wolf.spain.SAMN04851099	12.0	0.6	980660848.486111	980660848.486111	364959694279.7037	8.002702045196301	psmc
gr_wolf.spain.SAMN04851099	12.0	0.61	1028962616.3568376	1028962616.3568376	396606636990.4766	8.262459685653802	psmc
gr_wolf.spain.SAMN04851099	12.0	0.62	1079806582.5365496	1079806582.5365496	431531965000.08997	8.541899218772409	psmc
gr_wolf.spain.SAMN04851099	12.0	0.63	1133398871.2124624	1133398871.2124624	468371853611.86487	9.07545479379249	psmc
gr_wolf.spain.SAMN04851099	12.0	0.64	1189968509.2592597	1189968509.2592597	511989977215.6841	9.394778962074943	psmc
gr_wolf.spain.SAMN04851099	12.0	0.65	1249770698.051587	1249770698.051587	559855222374.9122	9.73661961432703	psmc
gr_wolf.spain.SAMN04851099	12.0	0.66	1313090662.6552286	1313090662.6552286	606713443736.2201	10.275598154339464	psmc
gr_wolf.spain.SAMN04851099	12.0	0.67	1380248200.8712125	1380248200.8712125	666181155800.7838	10.663038751294318	psmc
gr_wolf.spain.SAMN04851099	12.0	0.68	1451603085.2256947	1451603085.2256947	729452663408.4934	11.062637493809127	psmc
gr_wolf.spain.SAMN04851099	12.0	0.69	1527561510.5062718	1527561510.5062718	795052363099.2438	11.626614150580496	psmc
gr_wolf.spain.SAMN04851099	12.0	0.7	1608583830.8055549	1608583830.8055549	872230118442.4219	12.0721273192713	psmc
gr_wolf.spain.SAMN04851099	12.0	0.71	1695193897.332375	1695193897.332375	942129596546.1686	12.595272257561597	psmc
gr_wolf.spain.SAMN04851099	12.0	0.72	1787990397.1825395	1787990397.1825395	1046623205039.0123	13.140393101067092	psmc
gr_wolf.spain.SAMN04851099	12.0	0.73	1887660711.8364196	1887660711.8364196	1155211578677.7573	13.687910314803467	psmc
gr_wolf.spain.SAMN04851099	12.0	0.74	1994997973.771367	1994997973.771367	1262602443737.712	14.272193374306651	psmc
gr_wolf.spain.SAMN04851099	12.0	0.75	2110922216.6611109	2110922216.6611109	1400090534044.4692	14.899939761676679	psmc
gr_wolf.spain.SAMN04851099	12.0	0.76	2236506813.125	2244339150.65	1530044622968.8718	15.489177278543483	psmc
gr_wolf.spain.SAMN04851099	12.0	0.77	2373011809.2814016	2376423066.3021746	1707141236382.6182	16.21657125358898	psmc
gr_wolf.spain.SAMN04851099	12.0	0.78	2521926350.5429296	2574135874.437879	1871149795268.9119	16.821218159851608	psmc
gr_wolf.spain.SAMN04851099	12.0	0.79	2685023229.067461	2734503816.5230165	2098122211362.9353	17.655357057408608	psmc
gr_wolf.spain.SAMN04851099	12.0	0.8	2864429795.444445	2954370371.4833345	2309998976924.853	18.301012199033224	psmc
gr_wolf.spain.SAMN04851099	12.0	0.81	3062721263.5453224	3151631491.527194	2542777031737.1597	18.938573230486128	psmc
gr_wolf.spain.SAMN04851099	12.0	0.82	3283045116.9907393	3373472105.5240726	2901617796883.3164	20.030147782141032	psmc
gr_wolf.spain.SAMN04851099	12.0	0.83	3516777713.390522	3607204701.9238553	3231661806388.0303	20.80060204672019	psmc
gr_wolf.spain.SAMN04851099	12.0	0.84	3793020576.6319437	3883447565.165277	3604666105449.187	21.603905413845176	psmc
gr_wolf.spain.SAMN04851099	12.0	0.85	4049319329.1944437	4139746317.727777	4187653037909.1235	23.041809684594902	psmc
